id,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,CIPRO,CEFTRIAXONE,AMOXICILLIN
GENOME_0545,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,2,0,6,6,2,9,3,1,4,5,2,5,0,9,1,0.24,0.68,0.21,0.46,0.15,0.98,0.29,0.39,0.05,0.98,S,S,S
GENOME_0546,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,5,7,10,0,10,1,3,2,3,5,9,1,4,7,0.19,0.82,0.56,0.5,0.22,0.96,0.06,0.47,0.05,0.99,S,R,S
GENOME_0547,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,4,1,3,6,4,5,7,1,3,5,1,2,0,2,5,0.25,0.88,0.92,0.37,0.13,0.63,0.07,0.63,0.18,0.66,R,S,S
GENOME_0548,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,2,2,8,7,3,7,7,2,10,7,2,3,0,7,9,0.24,0.63,0.27,0.31,0.44,0.85,0.22,0.32,0.1,0.97,R,S,R
GENOME_0549,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,4,4,4,6,5,3,1,7,2,9,1,1,2,0.48,0.75,0.68,0.51,0.03,0.9,0.1,0.33,0.05,0.83,S,S,R
GENOME_0550,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,2,4,6,10,4,5,2,1,6,3,0,3,2,4,10,0.01,0.83,0.88,0.31,0.0,0.87,0.19,0.65,0.34,0.81,S,S,S
GENOME_0551,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,7,1,3,9,1,8,2,0,2,9,1,8,2,5,10,0.43,0.62,0.58,0.57,0.22,0.97,0.12,0.58,0.0,0.98,S,S,I
GENOME_0552,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,7,2,0,10,3,10,7,3,5,8,4,5,0,2,9,0.28,0.74,0.72,0.54,0.57,0.91,0.06,0.47,0.04,0.72,S,S,S
GENOME_0553,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,5,7,2,1,8,4,1,8,9,4,9,2,7,9,0.24,0.65,0.69,0.7,0.47,0.72,0.07,0.44,0.24,0.92,S,S,S
GENOME_0554,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,4,8,2,2,9,7,2,6,4,2,2,1,7,0,0.36,0.74,0.92,0.42,0.4,0.87,0.02,0.5,0.38,0.92,S,S,R
GENOME_0555,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,2,8,3,4,9,6,1,3,4,2,10,2,5,10,0.09,0.68,0.24,0.81,0.22,0.89,0.16,0.44,0.34,0.77,S,R,I
GENOME_0556,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,7,5,7,5,4,3,3,0,1,4,6,3,1,8,5,0.26,0.6,0.5,0.85,0.13,0.76,0.19,0.8,0.06,0.65,S,S,S
GENOME_0557,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,6,4,7,3,3,6,8,0,5,2,2,8,0.05,0.63,0.5,0.46,0.35,0.81,0.03,0.48,0.19,0.89,S,I,S
GENOME_0558,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,5,2,2,8,4,2,1,2,7,4,4,5,0,2,5,0.35,0.92,0.68,0.42,0.13,0.84,0.17,0.47,0.05,0.88,S,S,S
GENOME_0559,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,9,0,4,5,1,10,7,1,2,6,1,4,1,7,0,0.11,0.84,0.18,0.69,0.16,0.77,0.06,0.5,0.4,0.63,S,S,S
GENOME_0560,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,10,0,6,2,2,4,4,0,10,8,1,0,1,9,5,0.61,0.79,0.65,0.59,0.22,0.79,0.11,0.3,0.25,0.73,S,S,S
GENOME_0561,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,7,1,7,9,1,2,3,0,6,10,3,10,1,3,8,0.08,0.92,0.19,0.37,0.03,0.91,0.17,0.59,0.19,0.89,S,S,S
GENOME_0562,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,7,5,0,4,4,9,4,0,0,9,5,9,2,9,5,0.18,0.37,0.16,0.66,0.48,0.66,0.13,0.57,0.04,0.89,R,I,R
GENOME_0563,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,6,4,4,10,2,3,1,1,10,5,3,5,0,0,2,0.39,0.55,0.57,0.57,0.13,0.73,0.19,0.75,0.07,0.87,I,R,I
GENOME_0564,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,7,3,2,3,3,4,6,2,7,10,1,3,2,7,1,0.23,0.85,0.44,0.48,0.29,0.73,0.16,0.56,0.05,0.69,R,S,S
GENOME_0565,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,7,3,6,2,1,7,5,1,6,7,3,7,0,7,10,0.28,0.85,0.41,0.34,0.27,0.53,0.19,0.55,0.34,0.98,I,R,R
GENOME_0566,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,9,3,5,9,0,9,4,2,5,4,5,9,1,4,7,0.28,0.67,0.05,0.21,0.72,0.77,0.24,0.39,0.24,0.64,R,I,R
GENOME_0567,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,4,0,4,3,7,2,3,10,6,5,0,2,1,1,0.22,0.77,0.38,0.59,0.34,0.89,0.04,0.55,0.03,0.72,S,S,S
GENOME_0568,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,2,3,2,5,2,2,9,0,4,1,6,6,0.2,0.61,0.29,0.67,0.14,0.74,0.14,0.22,0.04,0.85,S,S,S
GENOME_0569,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,3,0,4,4,4,7,3,0,3,5,2,3,2,3,2,0.34,0.81,0.74,0.54,0.43,0.81,0.22,0.66,0.02,0.97,S,S,S
GENOME_0570,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,4,5,4,9,4,9,6,0,7,9,1,4,0,7,4,0.1,0.93,0.26,0.82,0.21,0.94,0.04,0.6,0.07,0.92,S,S,S
GENOME_0571,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,5,0,5,3,3,1,0,0,9,4,8,0,9,10,0.18,0.87,0.35,0.46,0.05,0.89,0.06,0.67,0.49,0.55,S,R,S
GENOME_0572,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,10,0,3,8,1,10,1,1,1,6,4,6,1,5,2,0.3,0.69,0.3,0.48,0.2,0.64,0.06,0.39,0.05,0.91,R,S,I
GENOME_0573,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,7,5,8,9,2,1,2,3,0,3,6,2,0,6,2,0.15,0.7,0.66,0.58,0.33,0.91,0.36,0.5,0.12,0.98,S,I,R
GENOME_0574,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,7,1,8,8,1,2,4,2,3,9,1,2,2,9,6,0.29,0.67,0.49,0.71,0.62,0.56,0.5,0.47,0.11,0.97,S,S,R
GENOME_0575,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,3,5,4,2,1,7,2,0,5,3,3,6,2,1,6,0.26,0.77,0.2,0.51,0.02,0.92,0.07,0.37,0.15,0.96,S,R,I
GENOME_0576,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,4,0,6,5,3,4,4,3,4,4,3,0,1,4,6,0.26,0.38,0.24,0.78,0.48,0.96,0.13,0.65,0.48,0.84,S,S,S
GENOME_0577,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,10,5,1,10,1,1,2,3,5,3,6,7,1,3,10,0.22,0.74,0.62,0.59,0.11,0.79,0.09,0.71,0.39,0.86,S,I,S
GENOME_0578,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,4,0,0,8,2,6,2,1,1,5,6,2,1,2,3,0.17,0.84,0.43,0.3,0.29,0.86,0.25,0.37,0.03,1.0,S,S,R
GENOME_0579,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,4,0,1,2,3,4,1,2,4,10,6,7,1,6,10,0.41,0.67,0.54,0.55,0.04,0.67,0.57,0.41,0.43,0.63,R,S,I
GENOME_0580,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,8,3,3,9,1,5,4,3,0,4,1,7,2,0,7,0.16,0.71,0.7,0.56,0.09,0.76,0.22,0.62,0.23,0.81,S,I,S
GENOME_0581,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,8,2,5,5,4,1,2,2,5,10,1,1,1,5,8,0.55,0.83,0.08,0.21,0.44,0.67,0.35,0.46,0.07,0.79,R,I,S
GENOME_0582,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,10,0,2,8,1,10,6,1,3,6,1,2,0,2,0,0.18,0.78,0.44,0.75,0.1,0.89,0.38,0.38,0.22,0.64,I,S,S
GENOME_0583,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,3,2,1,7,3,6,6,2,9,7,0,9,0,6,6,0.28,0.7,0.36,0.6,0.14,0.58,0.36,0.5,0.05,0.91,R,I,I
GENOME_0584,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,5,6,8,3,0,3,1,8,7,4,0,0,8,7,0.45,0.88,0.0,0.64,0.02,0.78,0.08,0.34,0.17,0.59,S,S,R
GENOME_0585,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,7,0,7,2,4,9,6,0,2,7,0,5,0,2,1,0.45,0.43,0.46,0.73,0.03,0.68,0.24,0.24,0.41,0.61,S,S,S
GENOME_0586,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,10,3,8,7,3,9,7,2,2,5,5,2,1,0,5,0.49,0.8,0.33,0.07,0.48,0.75,0.22,0.25,0.31,0.92,I,I,S
GENOME_0587,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,3,7,4,0,4,6,1,8,4,6,8,2,2,4,0.37,0.77,0.59,0.37,0.03,0.78,0.24,0.17,0.14,0.9,I,S,S
GENOME_0588,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,6,5,1,5,3,8,6,3,3,3,6,0,0,8,3,0.3,0.51,0.37,0.86,0.56,0.95,0.28,0.31,0.03,0.89,R,S,R
GENOME_0589,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,3,5,2,2,1,6,1,0,6,9,0,7,0,9,3,0.48,0.71,0.38,0.19,0.44,0.76,0.21,0.37,0.03,0.9,S,R,R
GENOME_0590,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,5,0,9,2,8,1,3,9,10,2,6,0,3,9,0.13,0.65,0.32,0.47,0.12,0.59,0.05,0.54,0.23,0.76,S,R,S
GENOME_0591,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,3,2,0,3,1,8,1,0,1,4,0,6,0,2,5,0.15,0.81,0.15,0.71,0.1,0.89,0.2,0.83,0.11,0.82,S,S,S
GENOME_0592,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,6,3,5,4,3,0,1,0,0,6,6,10,1,6,0,0.02,0.65,0.02,0.34,0.69,0.72,0.2,0.23,0.02,0.96,R,R,R
GENOME_0593,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,7,1,2,8,0,7,2,2,9,7,5,7,0,6,0,0.08,0.47,0.73,0.38,0.35,0.95,0.11,0.69,0.15,0.93,S,S,S
GENOME_0594,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,4,3,3,1,6,7,3,0,4,4,8,0,3,3,0.36,0.84,0.65,0.37,0.33,0.76,0.24,0.59,0.04,0.89,S,S,S
GENOME_0595,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,8,4,7,5,2,10,6,3,5,9,3,7,0,8,2,0.08,0.93,0.26,0.31,0.09,0.91,0.04,0.09,0.07,0.9,S,S,S
GENOME_0596,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,4,5,4,8,1,1,2,0,3,8,4,5,2,8,4,0.34,0.97,0.45,0.63,0.24,0.79,0.06,0.72,0.19,0.99,S,I,I
GENOME_0597,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,10,0,5,4,4,2,6,0,1,4,6,0,2,1,9,0.36,0.64,0.16,0.54,0.16,0.61,0.21,0.46,0.51,0.98,R,R,R
GENOME_0598,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,7,3,8,3,0,5,1,0,6,8,1,0,0,6,9,0.42,0.61,0.52,0.48,0.49,0.87,0.14,0.45,0.14,0.62,R,S,R
GENOME_0599,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,4,1,9,3,10,2,1,7,3,5,10,2,7,4,0.51,0.68,0.33,0.52,0.04,0.82,0.08,0.54,0.16,0.97,S,S,S
GENOME_0600,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,2,2,3,1,10,2,2,6,10,1,6,0,7,0,0.21,0.92,0.1,0.59,0.26,0.95,0.17,0.7,0.17,0.7,I,S,S
GENOME_0601,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,3,2,4,8,1,2,4,0,9,6,1,10,0,9,4,0.08,0.95,0.06,0.42,0.32,0.5,0.17,0.28,0.09,0.99,S,I,S
GENOME_0602,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,5,1,4,1,7,3,2,8,7,0,2,0,0,5,0.41,0.73,0.48,0.2,0.03,0.96,0.3,0.4,0.28,0.84,S,S,S
GENOME_0603,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,2,2,7,5,1,3,4,0,0,3,5,2,0,1,10,0.71,0.75,0.48,0.46,0.41,0.51,0.12,0.26,0.38,0.95,I,R,R
GENOME_0604,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,4,0,1,7,2,6,5,1,9,10,2,10,1,7,3,0.29,0.61,0.09,0.49,0.04,0.66,0.24,0.66,0.09,0.86,R,S,S
GENOME_0605,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,4,3,4,4,3,4,0,5,7,3,8,0,6,9,0.45,0.7,0.09,0.34,0.08,0.86,0.24,0.22,0.13,0.99,S,I,I
GENOME_0606,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,4,2,2,4,1,3,2,7,3,0,9,2,6,1,0.26,0.79,0.03,0.42,0.14,0.7,0.19,0.7,0.01,0.77,S,I,S
GENOME_0607,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,3,4,3,9,0,6,3,0,8,3,6,3,1,0,9,0.19,0.67,0.87,0.27,0.4,0.95,0.33,0.31,0.09,0.88,S,S,S
GENOME_0608,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,5,2,3,5,0,7,4,2,10,7,1,2,2,1,10,0.16,0.54,0.57,0.66,0.38,0.78,0.12,0.69,0.14,0.98,I,I,S
GENOME_0609,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,5,5,5,2,2,0,6,3,7,6,4,1,1,1,8,0.24,0.76,0.26,0.69,0.53,0.72,0.26,0.18,0.12,1.0,S,S,S
GENOME_0610,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,2,8,3,4,4,7,2,5,5,6,4,0,2,8,0.65,0.63,0.39,0.63,0.3,0.9,0.22,0.55,0.07,0.86,S,S,I
GENOME_0611,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,5,0,2,7,0,9,4,1,7,5,1,8,0,2,8,0.03,0.81,0.58,0.81,0.23,0.94,0.63,0.69,0.37,0.99,S,S,S
GENOME_0612,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,3,5,0,2,3,7,7,0,7,10,4,7,0,2,8,0.04,0.69,0.24,0.63,0.03,0.78,0.18,0.71,0.23,0.75,I,R,S
GENOME_0613,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,9,1,7,10,4,0,6,3,0,4,3,7,0,3,9,0.57,0.77,0.63,0.7,0.4,0.86,0.09,0.31,0.11,0.54,S,S,I
GENOME_0614,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,4,6,8,1,2,5,2,7,4,1,0,1,3,6,0.11,0.77,0.11,0.6,0.47,0.82,0.39,0.07,0.55,0.73,R,I,R
GENOME_0615,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,4,1,6,3,6,9,5,8,2,8,1,0.44,0.68,0.72,0.74,0.51,0.65,0.28,0.47,0.38,0.98,S,S,I
GENOME_0616,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,2,4,9,3,2,1,1,7,6,5,7,0,2,6,0.54,0.62,0.87,0.31,0.14,0.86,0.1,0.56,0.1,0.82,S,S,S
GENOME_0617,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,3,1,3,7,1,2,3,3,7,5,3,10,0,2,0,0.5,0.66,0.77,0.49,0.17,0.81,0.24,0.76,0.04,0.6,S,S,I
GENOME_0618,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,7,3,8,9,4,2,1,3,9,4,1,2,0,8,5,0.25,0.38,0.53,0.82,0.43,0.93,0.16,0.21,0.03,0.93,S,S,I
GENOME_0619,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,2,1,3,8,1,0,6,2,10,5,6,7,0,3,5,0.46,0.85,0.46,0.77,0.2,0.86,0.03,0.38,0.03,0.98,S,S,I
GENOME_0620,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,10,0,4,2,1,2,5,1,9,5,1,8,2,5,4,0.12,0.98,0.65,0.42,0.39,0.7,0.2,0.57,0.28,0.64,R,R,S
GENOME_0621,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,4,1,7,4,2,1,2,0,5,5,4,1,1,9,6,0.22,0.73,0.61,0.36,0.32,0.53,0.24,0.39,0.26,0.88,S,S,R
GENOME_0622,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,2,2,2,10,3,8,2,0,8,4,2,0,0,4,2,0.45,0.74,0.36,0.23,0.09,0.65,0.25,0.27,0.11,0.98,I,R,S
GENOME_0623,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,7,1,5,9,2,9,6,0,2,4,5,0,0,9,6,0.61,0.65,0.78,0.34,0.55,0.7,0.22,0.67,0.23,0.42,R,R,R
GENOME_0624,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,3,2,5,6,4,7,1,0,9,6,4,0,2,2,5,0.24,0.78,0.73,0.43,0.08,0.86,0.21,0.53,0.09,0.74,S,S,S
GENOME_0625,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,10,1,6,2,1,5,7,0,0,3,0,4,2,7,2,0.35,0.75,0.01,0.27,0.15,0.89,0.35,0.41,0.1,0.75,S,I,S
GENOME_0626,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,7,0,8,3,4,6,4,3,8,4,6,1,2,4,5,0.17,0.59,0.87,0.79,0.43,0.78,0.51,0.58,0.13,0.78,I,I,R
GENOME_0627,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,7,3,2,10,4,0,3,0,9,7,6,3,1,7,0,0.46,0.53,0.24,0.38,0.08,0.77,0.24,0.45,0.13,0.93,S,I,S
GENOME_0628,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,8,4,4,9,2,6,7,3,9,9,6,0,0,5,1,0.2,0.98,0.93,0.82,0.03,0.83,0.2,0.8,0.37,0.57,R,I,S
GENOME_0629,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,4,10,4,7,1,2,1,3,3,1,2,8,9,0.48,0.92,0.57,0.33,0.29,0.91,0.07,0.62,0.02,0.75,R,S,S
GENOME_0630,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,10,3,4,3,3,7,4,2,2,10,3,6,1,1,3,0.06,0.77,0.82,0.82,0.09,0.91,0.39,0.52,0.1,0.72,I,S,S
GENOME_0631,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,9,1,5,4,1,5,5,1,10,5,2,8,1,6,4,0.22,0.98,0.42,0.36,0.19,0.68,0.24,0.75,0.29,0.96,S,S,S
GENOME_0632,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,6,5,0,4,0,6,4,0,3,6,1,5,2,9,2,0.03,0.63,0.0,0.55,0.13,0.99,0.04,0.18,0.36,0.74,S,R,S
GENOME_0633,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,9,3,8,2,3,10,5,3,7,7,3,9,0,3,3,0.46,0.87,0.95,0.49,0.67,0.76,0.08,0.5,0.16,0.96,I,S,S
GENOME_0634,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,2,2,3,0,1,1,0,10,9,6,9,2,9,1,0.22,0.53,0.23,0.38,0.17,0.9,0.22,0.8,0.4,0.95,S,S,S
GENOME_0635,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,3,3,5,6,0,3,2,3,8,8,2,4,2,6,7,0.6,0.8,0.17,0.44,0.17,0.88,0.31,0.65,0.12,0.89,R,R,S
GENOME_0636,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,3,4,3,8,2,7,6,2,2,7,0,9,2,8,4,0.23,0.84,0.42,0.32,0.65,0.69,0.6,0.37,0.13,0.62,S,S,R
GENOME_0637,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,3,3,6,7,0,10,3,1,1,3,3,10,1,9,0,0.26,0.65,0.09,0.46,0.12,0.84,0.12,0.28,0.19,0.96,S,S,S
GENOME_0638,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,6,4,7,3,1,3,1,1,1,9,6,6,1,0,3,0.08,0.59,0.89,0.66,0.16,0.72,0.2,0.28,0.45,0.83,S,S,S
GENOME_0639,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,4,4,3,9,2,7,7,1,10,9,0,8,1,4,9,0.47,0.73,0.25,0.7,0.27,0.58,0.11,0.42,0.05,0.76,S,S,S
GENOME_0640,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,4,3,5,5,3,9,2,0,8,6,5,1,1,5,1,0.2,0.65,0.42,0.43,0.32,0.86,0.01,0.31,0.29,0.78,I,R,S
GENOME_0641,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,2,4,6,3,3,3,5,3,7,8,4,5,2,3,8,0.28,0.41,0.99,0.55,0.46,0.89,0.17,0.37,0.18,0.83,R,R,S
GENOME_0642,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,9,4,6,5,3,8,3,0,1,3,3,2,0,9,4,0.22,0.36,0.63,0.37,0.08,0.67,0.21,0.58,0.17,0.82,R,S,R
GENOME_0643,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,4,5,8,9,4,0,4,1,7,8,3,9,1,5,5,0.37,0.73,0.25,0.33,0.26,0.85,0.25,0.41,0.17,0.95,I,S,I
GENOME_0644,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,4,2,7,2,2,5,1,0,3,4,1,9,2,0,8,0.48,0.74,0.13,0.64,0.1,0.71,0.37,0.32,0.24,0.93,R,I,S
GENOME_0645,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,7,0,2,10,2,0,4,0,5,8,0,3,1,7,8,0.08,0.77,0.1,0.42,0.22,0.82,0.07,0.55,0.02,0.96,R,S,I
GENOME_0646,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,10,2,3,9,2,5,3,0,4,5,4,4,0,5,2,0.14,0.89,0.38,0.21,0.09,0.98,0.53,0.69,0.07,0.83,S,S,S
GENOME_0647,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,8,9,1,3,1,0,4,8,2,4,2,9,8,0.54,0.42,0.09,0.82,0.35,0.85,0.23,0.7,0.02,0.97,S,S,S
GENOME_0648,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,7,0,6,10,2,7,7,3,9,6,4,9,0,3,3,0.28,0.83,0.21,0.55,0.65,0.84,0.09,0.77,0.17,0.72,S,S,S
GENOME_0649,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,3,2,6,8,1,7,1,3,9,4,3,7,2,4,0,0.45,0.89,0.06,0.48,0.51,0.79,0.17,0.69,0.12,0.89,S,S,S
GENOME_0650,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,8,4,0,10,3,8,7,1,6,5,5,4,1,7,7,0.16,0.56,0.06,0.12,0.2,0.93,0.17,0.73,0.06,0.94,R,S,R
GENOME_0651,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,7,5,1,2,4,6,6,1,7,5,0,1,1,1,1,0.31,0.68,0.58,0.5,0.06,0.92,0.09,0.65,0.15,0.91,R,I,S
GENOME_0652,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,4,2,0,2,0,10,4,2,4,4,3,1,1,3,9,0.32,0.91,0.66,0.38,0.49,0.93,0.25,0.66,0.14,0.93,S,I,S
GENOME_0653,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,4,4,3,5,4,7,4,3,3,6,2,0,1,6,3,0.45,0.25,0.52,0.51,0.19,0.93,0.17,0.35,0.19,0.69,S,S,R
GENOME_0654,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,8,2,3,3,4,10,7,0,1,7,2,1,0,1,2,0.13,0.83,0.43,0.41,0.39,0.81,0.29,0.65,0.06,0.92,I,R,I
GENOME_0655,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,4,2,4,9,4,2,7,3,4,3,3,0,2,5,8,0.13,0.62,0.0,0.67,0.33,0.91,0.12,0.39,0.24,0.89,S,S,S
GENOME_0656,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,8,5,4,2,0,9,2,0,7,6,5,2,1,8,4,0.08,0.8,0.8,0.56,0.04,0.85,0.38,0.67,0.16,0.94,S,R,S
GENOME_0657,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,5,1,0,5,1,3,6,0,0,9,6,4,1,1,1,0.35,0.87,0.63,0.23,0.2,0.85,0.07,0.81,0.28,0.93,S,S,S
GENOME_0658,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,10,3,6,10,3,3,7,2,5,8,3,2,0,3,3,0.16,0.7,0.44,0.55,0.22,0.85,0.24,0.44,0.05,0.59,I,S,R
GENOME_0659,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,10,2,5,3,0,5,4,2,1,7,3,10,0,9,4,0.15,0.58,0.62,0.8,0.28,0.65,0.17,0.42,0.39,0.91,S,S,R
GENOME_0660,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,3,7,7,3,6,5,2,1,7,0,6,1,9,5,0.44,0.64,0.01,0.12,0.13,0.57,0.24,0.55,0.05,0.97,S,S,R
GENOME_0661,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,10,4,3,5,1,8,2,2,7,8,1,9,0,4,7,0.25,0.64,0.24,0.54,0.16,0.84,0.1,0.56,0.28,0.98,I,S,S
GENOME_0662,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,7,1,0,5,3,9,4,0,5,7,2,10,0,9,8,0.28,0.7,0.04,0.54,0.37,0.91,0.23,0.21,0.09,0.86,I,S,S
GENOME_0663,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,5,2,7,1,5,1,0,5,3,0,1,1,7,8,0.1,0.31,0.79,0.23,0.04,0.94,0.11,0.45,0.12,0.79,S,R,R
GENOME_0664,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,8,5,0,1,4,3,5,9,2,4,1,4,0,0.01,0.73,0.2,0.68,0.29,0.91,0.31,0.59,0.01,0.9,S,S,S
GENOME_0665,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,5,0,6,10,0,9,6,0,8,3,3,2,1,4,0,0.48,0.79,0.79,0.31,0.48,0.86,0.17,0.32,0.04,0.68,R,I,S
